Token,SentimentScore
field,0.93419456208249
acc,0.934184108582675
previously,0.933573384484668
formula,0.93348090029162
oil,0.93342507409129
prefix,0.933270063603596
advocacy,0.933175527182192
preceding,0.932985902095072
offices,0.93288211903589
pegasus,0.932625437350125
rolling,0.932594252648856
page,0.932561939874186
portion,0.932463637061967
obtained,0.932283138889597
lease,0.932111794219021
outstanding,0.932085773869799
customer,0.93200859145791
restricted,0.931762008675143
goods,0.931632684405467
implicit,0.931456857153111
ghz,0.931395246326816
unrecognized,0.931322010105773
cloud,0.931287208202219
adjacent,0.93108928272272
accumulated,0.930753212044113
taxonomy,0.930659598430315
simia,0.930582082486782
calculation,0.930489661933427
properties,0.930476687240596
depreciation,0.930394042981719
nasdaq,0.930374373936606
month,0.930353084518153
prices,0.930330661791058
grant,0.930243057594066
next,0.930142652186227
space,0.930058469997562
six,0.929942510648521
jobs,0.929801527110652
computing,0.929738989605419
totaled,0.929577352345073
injury,0.929374758036942
expense,0.928766309136311
american,0.928735886462794
shown,0.928464728558705
forfeited,0.928449934669054
includes,0.928449368786426
nonvested,0.92836090266785
substance,0.928257178807762
peru,0.928218904474737
authorized,0.928097398320783
observable,0.92808369080048
holdco,0.927712010691364
canceled,0.927366070964383
energy,0.927269460464023
types,0.926910316059026
ratio,0.926803019579364
mortgage,0.926750733351053
joint,0.926736723764561
develop,0.926511979817223
warrants,0.926475787099111
i.e,0.926014939458906
current,0.925920949505735
solely,0.925878316505789
return,0.925830934787313
rpac,0.925675925724487
services,0.925549894048288
covetrus,0.925393413984766
life,0.924969426754196
tax,0.924881584471638
indirectly,0.924823609689631
readily,0.92474262794654
practical,0.924653644087435
exclusive,0.924634791591319
accrued,0.924340837856002
shorter,0.924314517309097
manage,0.924121298950664
subsidiary,0.923745735776163
serlefin,0.923306178510181
funded,0.923158993260279
canada,0.923078172921707
impacts,0.922910137923279
europe,0.92244402754651
respective,0.922434244991217
incentives,0.922427881319304
revised,0.922341879950465
emerging,0.922176130710659
reconciliation,0.921906152635354
tep,0.921677630469851
number,0.921558781446932
manufacture,0.921439274052164
principles,0.9213199320622
target,0.921131979327051
comparable,0.921077643227346
signed,0.92091271884941
converted,0.920726016243296
ratios,0.920573010927443
controlling,0.92042344970977
miners,0.920393713146868
pricing,0.920202461681989
back,0.920127542252537
topic,0.920110672222174
conversion,0.920012884305325
imputed,0.919764169522532
social,0.919539238825157
authoritative,0.919533698776982
activity,0.919500353990244
funds,0.919137236085318
noncontrolling,0.919110528690745
region,0.919041603117543
warrant,0.918839160479656
contributions,0.918837968284291
amount,0.918458670048654
hand,0.918298615365847
equipment,0.917985228668331
implement,0.917977211565379
claim,0.917907648230868
quantitative,0.917851256583344
peruvian,0.917664564749589
trial,0.917553120460147
junior,0.917541820082145
mexico,0.917118539896115
employee,0.916529968727597
plans,0.91649213605721
tier,0.916455386951512
index,0.916373674071162
technology,0.916329077160301
calculated,0.916239758592072
fee,0.916203665020118
user,0.915965926813225
yield,0.915774193067476
continuing,0.915742960878079
difference,0.915506165300215
provided,0.915437034316771
bonds,0.915248098115695
president,0.915238232586072
model,0.915199431853004
assuming,0.915111798137588
developed,0.914993555729538
intrinsic,0.914868988397357
mark,0.914816418571861
less,0.914720793026601
entities,0.914695735372666
assessed,0.914454518696738
pertaining,0.914429071853823
oasis,0.914226036220474
already,0.913897630544561
provider,0.913886674211162
merchandise,0.913782348114406
utilities,0.913653522975573
consulting,0.913566067370739
allocable,0.913494785719927
animal,0.91343477382618
agricultural,0.913323189435859
deduction,0.913240061599022
awards,0.913198357177038
potential,0.913130306052316
award,0.91302690963104
resulting,0.913014794934378
allowed,0.912990584527244
financing,0.912903662892547
notice,0.912670098029809
profits,0.912460946417412
unearned,0.912410621501849
furniture,0.912314830344483
earliest,0.912149249133535
resvax,0.912050500596006
aoci,0.911634625267393
parent,0.911310022732794
fifth,0.911214311980989
improvements,0.911059953710586
risk,0.910461225951215
paper,0.910207671950967
immsa,0.910100634746154
accepted,0.910040277328189
greater,0.909992476039078
called,0.909827374921367
higher,0.909649331199789
cuts,0.909478616884614
net,0.909428256672667
revenue,0.908805857639805
comprehensive,0.90868126161043
awarded,0.908553251388511
single,0.908541987334257
asset,0.908211122122371
transition,0.908139925856109
adjust,0.908097642176698
impacted,0.907949939061997
five,0.90793268773892
cash,0.907719817749732
tep's,0.907704519120654
dcp,0.907549848336827
rou,0.907346198120627
balance,0.907126379515416
cost,0.906851211376476
costs,0.906825349459906
capitalizing,0.906761214830063
vehicles,0.906388185186255
straight-line,0.906248438331193
build-out,0.90607020998249
expired,0.906003745421578
instruments,0.905966338478665
comprised,0.905953150630711
satisfying,0.905617615088834
directly,0.905573685387554
consists,0.905550155701678
bmgf,0.905490261705033
profit,0.904983503069362
adopted,0.904846453913526
concurrent,0.904835555165662
unallocated,0.904689847033211
minimum,0.904394759627034
cancelled,0.904153794716485
points,0.904128037325143
obligation,0.904073081800035
provision,0.90358707591687
servicing,0.903547832989614
limited,0.903172215379316
minimize,0.903118581358585
assess,0.902895522837376
area,0.902432106161399
foreign,0.902372937260751
sheets,0.90231067627611
every,0.902100591756765
potentially,0.902037060241794
others,0.901941823814858
lessee's,0.901853143383584
support,0.901836615142696
purposes,0.901361287116595
payable,0.901194624200165
earning,0.901144294459987
denominator,0.901046448263712
storage,0.900742826512858
location,0.900515417439608
partially,0.900346447586172
initial,0.900309863623374
firm's,0.900298751383666
dollar,0.900259611484379
point,0.900237373694713
represents,0.899977837830324
advance,0.899837566597852
research,0.899604405262351
original,0.89954847706306
mexican,0.899287383605108
satisfaction,0.899245729498751
organizations,0.899024373352328
debt,0.898976641724853
deposit,0.898736771882524
millions,0.898689587643666
borrowings,0.898583205215692
compensation,0.898374363094822
fixtures,0.898076999413385
reclamation,0.897907751761756
cumulative,0.897864885756302
borrowing,0.897554982169315
advocates,0.897536019483749
prepared,0.897490653676332
eps,0.89744517666769
marketing,0.897332094591508
offered,0.897328768741002
digital,0.897027668361605
earned,0.896922763492049
non-lease,0.896848457347796
excise,0.896757355291099
raw,0.896598035243769
sum,0.896455440657317
senior,0.895996557608391
accounted,0.895894700005344
approximate,0.895609431319483
highly,0.895525570495426
block,0.895516719687526
throughout,0.895502505154966
paid,0.895435674596573
right-of-use,0.895410411113889
discounts,0.89534102906135
bill,0.89480006742058
echostar,0.894675610655708
requirements,0.89458432805325
assigned,0.894015622443164
million,0.893881057488494
clinical,0.893814165054355
hemp,0.893678396730523
multiple,0.893584965491341
payroll,0.893395704900881
commissions,0.892947112058612
interest,0.892773479739675
staff,0.892626824365574
totaling,0.892393499174791
reduction,0.892265845988859
short,0.892221679308343
plant,0.89207629290895
read,0.891860043770861
offerings,0.891739814441628
data,0.89172367569724
methods,0.891531994653515
lending,0.89149547359151
measure,0.891458493416352
comparative,0.891383222911814
repurchased,0.89120078277667
forfeiture,0.890995891907422
leased,0.890941459234609
inputs,0.890912374269993
long-term,0.890730890226064
inventory,0.89071094246214
various,0.890637382159472
effects,0.890532138165217
development,0.890134652155444
monthly,0.890095689172603
filer,0.890042635685389
bears,0.889733380590324
operating,0.889514402414176
incurred,0.889167659354224
medallion,0.88887964749069
progress,0.88885218560237
items,0.888630240572699
origination,0.888630240243056
broadway,0.88860005729779
standards,0.888466423143558
personnel,0.888232891702938
non-residential,0.888226486803983
targets,0.888144607162475
consultants,0.887903814801247
yes,0.887877056373666
small,0.88773349042505
efforts,0.88772010932467
farm,0.887640521055585
periodic,0.887589427094619
increase,0.887463149646489
held-for-sale,0.88724993372291
indicate,0.887221828120994
value,0.887078704130217
automotive,0.887003421160704
nature,0.886979668075822
primary,0.886851126761861
carryforwards,0.886719375895286
periods,0.886691727775859
input,0.886546504604295
receives,0.886498545830136
applied,0.886113322267733
increased,0.885552070247177
customers,0.885493369785559
year,0.885480146271554
par,0.885407171312541
ntm,0.885133359395245
lower,0.885042835381122
unamortized,0.884972572086977
basis,0.884952974307966
qualify,0.88470209334136
personal,0.884639746358723
gross,0.884564273755803
certificates,0.884341531956438
prepaid,0.884287331784493
represented,0.884060512616525
grantee’s,0.883922810146058
depletion,0.883623796181545
copper,0.883585723871241
contractual,0.883511611352826
reports,0.883479409198937
reflects,0.883466903527401
groups,0.883229123323789
summarized,0.883204460219471
shares,0.883073769945547
exists,0.882662815208494
renew,0.882357934395128
mature,0.882269352528464
convert,0.881901457503574
format,0.881822899982071
bank,0.881778475776167
common,0.881745841589437
industrial,0.881690139792223
expedients,0.881507904577608
bitmain,0.881504446699434
sometimes,0.881406747577959
methane,0.881375197657725
accordance,0.881124408326366
follows,0.881120020131314
collect,0.881040956503627
northstar,0.880950069702998
approximately,0.880874136303915
except,0.880872269924262
quoted,0.880698080555934
arrangement,0.880644747495329
additionally,0.880628255690633
enters,0.880620205127827
excess,0.880334514946252
reo,0.880260196510592
plus,0.880042503672171
machinery,0.879953289019219
north,0.87994401932876
offering,0.879929746523445
establishes,0.879801307735201
accounting,0.879570068608386
licensing,0.879530536078768
presents,0.879486318473588
concentration,0.879237790108382
non-controlling,0.878810459214194
statutory,0.878791305536768
c.v,0.878734537944955
cross-currency,0.878725500408539
funding,0.878679550736387
expires,0.878389940438119
separate,0.878151548454888
estate,0.878113442804751
computed,0.878016580373228
conducts,0.877787269696984
withheld,0.877754758993489
stock,0.877727663092013
international,0.877631072828949
contemplated,0.877580513832301
expenses,0.877449734356161
duration,0.87722222747793
therein,0.87707598882443
letters,0.876871138946133
implementation,0.876866826977992
billed,0.876806175079183
inventories,0.876759660598144
exceed,0.87675949861393
changes,0.876732607715988
reclassification,0.876571631243975
settle,0.87644921062711
code,0.876046513000663
value-added,0.875711816114729
core,0.875708994519808
resulted,0.875121336302744
element,0.875102334502432
recurring,0.874631515648651
reclassified,0.87462139220436
section,0.874519075112048
remainder,0.874484617615085
xbrl,0.874422458935673
earlier,0.874212886906158
daily,0.874116858501578
thirteen,0.873974447521918
fasb,0.873755923237452
e.g,0.873415748788968
increases,0.873357551955527
example,0.873310233611782
retirement,0.873304808280259
became,0.873270560985703
asu,0.873208443385212
maturing,0.873183926630374
market,0.873105003612512
jurisdiction,0.872925632830672
performance-based,0.872910862874532
promissory,0.87259852286903
master,0.872152289288222
medical,0.872149130293349
allocate,0.872149071124395
delivery,0.872088550204744
gain,0.872000851029511
selling,0.871884743867929
trading,0.871845216285415
interim,0.871819153979648
assessments,0.87162378770455
pnynmndtnhnmns,0.871512267932408
re-auction,0.871409558017862
collected,0.87139836718384
repurchase,0.871341616484644
numerator,0.871096415793717
bitcoin,0.871057110251474
mortgage-backed,0.871019102631797
minority,0.870747630840105
derived,0.870601803651634
volatility,0.870438055750196
unaudited,0.870395697144822
discussed,0.870302986004239
respectively,0.870276779115217
qualifying,0.870127442921299
federal,0.869871591968543
equity-based,0.869817638666321
nonrecurring,0.869796093998613
broadband,0.869587229893981
assessment,0.869538921647972
pay-tv,0.869340890017523
mfc,0.869211291836629
chapter,0.869178669167305
represent,0.869078799405182
bargain,0.868990882657373
obligations,0.86898990246909
regulatory,0.86864290797255
receivables,0.868116121289789
sales,0.867980332186307
description,0.867719049376018
fees,0.867666358902664
status,0.867664970962848
resale,0.86751758129642
short-term,0.867400233036557
palisades,0.867346438386047
hedging,0.867069093668942
error,0.866902269754556
commission,0.866803329683399
classification,0.866787120885518
integral,0.866645296244325
decreased,0.866374103953926
transmission,0.866178613694477
generally,0.866029503453796
off-balance,0.865845188256924
provides,0.865755969449163
supplies,0.865733331867368
race,0.865618246114688
borrowed,0.86552692896794
exposure,0.865404482253653
enterprise,0.865275767313288
check,0.865147792005077
july,0.864922523041529
transferring,0.864508829708722
calculate,0.864201873307702
interests,0.863991954480533
behalf,0.86397250571713
provide,0.863910874788017
telephone,0.863726962278977
affiliate,0.863407661890701
affiliates,0.863368274769041
forth,0.863326394436808
holding,0.863316638959026
leases,0.862996372124866
customer’s,0.862752156303662
annum,0.86264369985762
least,0.862383382333998
large,0.862364718844739
fixed,0.862152189649356
providing,0.862106240280736
beneficiary,0.861900007198577
components,0.861880197796505
representing,0.861745363676364
ending,0.861656202808473
hns,0.86159042247743
treasury,0.861572786267749
purchases,0.861423288828174
expected,0.861247868851028
historically,0.860929482949889
purpose,0.860927696677945
price,0.860923386832366
mine,0.860879456373102
retained,0.860541379826333
good,0.860519725306792
effective,0.860502831128354
finished,0.860421760204275
singapore,0.860365125432095
permits,0.860298770185003
file,0.860101277292348
september,0.86006528729828
result,0.859782874225989
redeemable,0.859639910016941
three-year,0.859588775152573
ownership,0.859381898512913
capital,0.859353352706182
engineering,0.859350117620337
principally,0.859181176970908
solutions,0.859155312791681
line,0.858881415686118
indicated,0.858763475688707
maturities,0.858732172612534
conduct,0.858721017516158
electricity,0.858657523241067
esop,0.858577549112579
regarding,0.858397741374821
maturity,0.85823338999512
transfer,0.858215322438477
proprietary,0.857745590657671
anticipates,0.857355734774609
adjustment,0.85729618262541
principle,0.857294994805947
measured,0.857193213694204
participant,0.857086733605767
recognize,0.856849400488198
ssp,0.856796699233158
pre-tax,0.856795874131572
spouse,0.856781967582739
accordingly,0.856637573110491
advanced,0.856631196019143
intellectual,0.856475629937499
programs,0.856332533502976
stern,0.856294977367177
salaries,0.856275191608197
time-based,0.856157078066227
users,0.855931634712353
call,0.855666818491998
llc,0.855505499311197
accounts,0.855476006308905
crude,0.855236899409635
revenue-producing,0.855117744560031
corresponding,0.855066636650355
government,0.854875522389752
purchase,0.854617222879401
licensed,0.854545184204478
presentation,0.854124911762334
enter,0.854044962966239
volume,0.853666334994159
medahub,0.853550836881837
address,0.853541022413002
mhz,0.853506925379264
uns,0.85332854483177
relationships,0.853179469026639
requires,0.852745607803553
deadline,0.852534700244748
accretion,0.852293228487384
disposal,0.852165129519863
variable,0.852164714812448
earn-out,0.851594125021164
ten,0.851294179816073
unpaid,0.851279187378235
liability,0.851169987276707
barrel,0.851104101377767
objective,0.850904186097741
manufacturers,0.850831658126574
asc,0.850582304147618
units,0.850407256782085
satisfy,0.850114480357937
low,0.849951390871031
consist,0.849779407243564
reflected,0.849754184362603
acquisition-related,0.849565611119139
margin,0.849516824096265
agency,0.849352017440591
practicable,0.849140297119028
unobservable,0.848940271964024
external,0.848668734741313
eligible,0.84859767693091
last,0.848517277966973
segment,0.848406131230284
contract,0.848368325336357
exhibit,0.848144621949793
improve,0.847905179127503
recognized,0.847864849836856
independent,0.847786594151786
reserved,0.847770212904678
designed,0.847676447738383
bmo,0.847619370874143
retain,0.847532598667591
investments,0.847325048562668
undiscounted,0.847270026991656
sarbanes-oxley,0.847208367946712
income,0.847160970807265
immaterial,0.84684500674036
contents,0.846531903237844
put,0.846344666946902
reassess,0.846300383012432
principal,0.846288181387205
arrangements,0.846286099251072
subscribers,0.84606194213568
certificate,0.845447870640218
established,0.845353211379144
effect,0.845295389561321
drilling,0.845128415893162
accompanying,0.844986346704128
carry,0.844569097318983
whereby,0.844141285103877
examples,0.843899313640658
one-year,0.843691879690814
forward,0.843590516610046
classified,0.84358965309402
registered,0.843505140094086
acquiring,0.843459493912562
method,0.843349130668257
acquisitions,0.84327178430741
options,0.843213162881114
assumed,0.842726978578962
remaining,0.842504959059864
registrant,0.842504108892764
shall,0.842500903479242
yet,0.841783962309907
holdings,0.841483673893244
defined,0.841459508879895
national,0.841373011844087
vesting,0.841228416320884
remains,0.841006086468779
cell,0.840982954432659
document,0.840601101122653
commencement,0.840550809950445
similar,0.840176719485432
bad,0.839874058756466
application,0.83983172124543
include,0.839445589057364
relation,0.839269876811965
technologies,0.839219412381404
consider,0.839214716509853
herein,0.839205849579071
robert,0.838772724227611
early,0.838753002538442
different,0.838737814934288
asta,0.838360506748118
asset-backed,0.837673203242602
extend,0.83765741254505
areas,0.837531122341364
obtain,0.837183367794031
package,0.837004951120793
valuation,0.836269059025132
offer,0.836259247317497
money,0.83614501985761
lowest,0.835972798032699
internal-use,0.835939896098087
prior,0.835882035825728
sole,0.835831494290426
below,0.835818625266899
collectively,0.835527526087561
closed,0.835365070894986
transferred,0.835351080245838
schedule,0.835311269688711
pursuant,0.834843402051318
serviced,0.833980243670061
claimants,0.83363719284376
amendments,0.833494416637117
audited,0.833105892716385
fund,0.833050300650019
mutual,0.832632748345388
first,0.832095346128343
april,0.832080719438674
blonder,0.832024368789803
january,0.831986498998722
automobile,0.831706586588762
long,0.83103393314422
letter,0.830845304576524
documents,0.830650474055214
applications,0.830355710246674
diversified,0.830308631819308
access,0.829963604050753
caused,0.829955915511663
refer,0.829826182240355
assets,0.829792308447595
exchange,0.829628193435895
non-accrual,0.829395746824453
rule,0.829206488401712
specific,0.829177030621824
colorado,0.829126409223178
utilize,0.829067718114926
securitized,0.82894936529617
countries,0.828947122801439
traded,0.828605933108622
term,0.828571130368789
valued,0.82855788148938
adjusted,0.828256250528012
framework,0.828255807936489
retrospectively,0.828137602543691
revolving,0.828044047472325
sba,0.827257555706657
fcc,0.826599040385207
america,0.826536658564103
securities,0.826503798104837
governmental,0.826337127276289
new,0.826329345153474
vote,0.826223321045626
recreation,0.825913724328558
extraction,0.825798962934811
referred,0.82579788095713
laboratories,0.825414357287559
reserve,0.825321114285556
disclosures,0.825222045031468
henry,0.825199110195324
evaluated,0.825047690583512
cycle,0.824883456239433
credit,0.824384849655413
dividends,0.82436138135595
allowance,0.824243203714393
repurchases,0.824241482193711
distinct,0.824157867257829
psas,0.82406924594574
off,0.823917569862594
settlement,0.82375179796208
commercialize,0.823512769964516
merger,0.823422661749288
flows,0.823393564124737
useful,0.822822472644666
estimated,0.822786711661064
adjustments,0.822755794697883
translation,0.822738373785967
corporate,0.822721822949218
public,0.822698738137051
activities,0.82263935460136
wells,0.822524693730906
authorization,0.822419481250652
mobile,0.822317321284037
met,0.821970378856419
currently,0.821905961722672
controlled,0.821741652843402
linkbase,0.821676005998084
recognizes,0.821233967687351
control,0.821054959955072
summarizes,0.820966918908062
requiring,0.820862338574228
tfe,0.820641178311258
outside,0.82062638432795
qualitative,0.820267314938226
amortization,0.81981830168142
gaap,0.819635901863236
manufacturing,0.819593599474283
deployment,0.819589470068123
nonaccrual,0.819472267771949
satisfied,0.819343659571702
claims,0.81909770967874
years,0.819042144445398
combined,0.819021946692289
assumption,0.818835707491484
guidance,0.818626259631861
extended,0.818491611651762
consisting,0.818428693698911
begin,0.818392933677791
distributions,0.81838699523784
leasing,0.818333600090796
chief,0.818299452005943
group,0.818183863159858
insurance,0.817930103141101
owners,0.817862738162008
title,0.817547511411884
administration,0.817378479033776
trials,0.817332794373319
cumulative-effect,0.817272754366311
person,0.816774860937279
project,0.816732066804216
information,0.816597565626242
open-pit,0.816581241368765
act,0.816513512216828
regulation,0.816486907582903
contracts,0.816414043897287
additional,0.815960568118935
presented,0.81580404149405
rsv,0.815422209989257
initially,0.81505831363214
alternative,0.814301137259975
present,0.814265393904859
tabular,0.814178061428244
tennessee,0.813852573341801
allocation,0.813801829014278
church,0.813358253668764
entity's,0.813352485405035
building,0.813097585373712
eliminations,0.813033391899306
sheet,0.812741591826747
schein,0.812326285181239
feature,0.812127707903545
acquire,0.812088922805694
notes,0.812059412997012
optional,0.811812628458635
hdd,0.811777073737697
loan,0.811709020524831
expects,0.811481971433037
maximum,0.811260747207051
entirety,0.811078908995165
values,0.811018295741425
consolidate,0.810993441710378
risk-free,0.810736420094907
dates,0.810659920688559
disposition,0.810638491886845
submitted,0.810520527663411
complying,0.810515502544755
typically,0.810488902741892
measurement,0.810412196060616
opening,0.810355537659909
systems,0.810209550111985
twelve,0.810021969912532
realizable,0.809638490795992
lives,0.809573555328533
population,0.809501111154306
americas,0.809330017667191
officer,0.809161300223234
xvi,0.808671783788776
open,0.808563845621224
charged,0.808537906324524
solar,0.808219575900903
catalent,0.807792652284523
discontinued,0.807782495601936
receipts,0.807401830131548
expensed,0.807288166354951
actual,0.807278483820874
issuer,0.807182464146649
phase,0.806989663845104
relates,0.806926371381064
investee,0.806739244602685
registration,0.806629648842387
trust,0.806605729748705
instructions,0.806136560814424
delaware,0.806084034685261
estimating,0.805944572822701
cbc,0.80571321421412
machines,0.80564871852295
constitute,0.805542690055024
amortized,0.805240567380102
u.s,0.805235262658524
aggregate,0.803895883743054
election,0.803788002844162
consisted,0.803782297168946
modified,0.803695919707858
none,0.803539218217483
day,0.803240776804764
impairments,0.803221008001244
program,0.803209431062608
bear,0.802963427987486
department,0.80259508936904
signature,0.802268954686442
classes,0.802217464115419
discussion,0.801773191003389
operator,0.801455026186995
held-to-maturity,0.801356088044953
high,0.80122201560901
reportable,0.801056479863795
commitment,0.801038871693971
participants,0.800634035628242
reduce,0.79996441418124
determined,0.799909765226981
publicly,0.799465107329346
undersigned,0.799134783643131
serve,0.798431494322963
thereto,0.798102660041645
rates,0.798075746102601
relief,0.798010109935444
entire,0.797741736007669
borrowers,0.797728594182608
operate,0.797627647903804
primarily,0.797232082660728
holder,0.797176526282816
expire,0.796852050864387
reduced,0.796787200747784
network,0.796661783816047
rendered,0.796635367036539
appreciation,0.7964000929662
achievement,0.796334662288584
rules,0.796030074881943
delivered,0.795919872493968
written,0.795806733300992
dividend,0.795302672096825
differences,0.795073861025047
originated,0.794714253859943
l.l.c,0.794639375531413
jurisdictions,0.794596149427635
retail,0.794552578669458
fair,0.794468646021865
leverage,0.794114307962272
relationship,0.79404120399101
beneficial,0.79399981064165
individuals,0.793117460641607
issuance,0.792948930137957
obtaining,0.792862621801526
exhibits,0.792760888464961
periodically,0.792676570041552
recently,0.792579946716216
position,0.792520428573678
transaction,0.792275541396344
due,0.791607546251101
square,0.791603713042121
owed,0.791392027958472
preparation,0.791375221087574
voting,0.790878987181958
write-down,0.79086111660984
maria,0.790745118706137
lines,0.790322329945085
operational,0.790217156068333
companies,0.789994962078854
release,0.78983908512151
wholly,0.789661026427517
financed,0.789638819346714
officers,0.789616652140011
located,0.789481127461519
past,0.789379763672965
nor,0.789221121192575
